,base,clouds,cod,coord,dt,id,main,message,name,rain,sys,visibility,weather,wind
493,stations,{'all': 36},200,"{'lon': 60.32, 'lat': 65.99}",1521672950.0,1487332.0,"{'temp': -18.31, 'pressure': 1007.41, 'humidity': 52, 'temp_min': -18.31, 'temp_max': -18.31, 'sea_level': 1026.72, 'grnd_level': 1007.41}",,Verkhnyaya Inta,,"{'message': 0.0038, 'country': 'RU', 'sunrise': 1521597162, 'sunset': 1521642025}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 2.73, 'deg': 169.502}"
494,stations,{'all': 5},200,"{'lon': -97.07, 'lat': 15.86}",1521668700.0,3520994.0,"{'temp': 82.4, 'pressure': 1013, 'humidity': 74, 'temp_min': 82.4, 'temp_max': 82.4}",,Puerto Escondido,,"{'type': 1, 'id': 4010, 'message': 0.0032, 'country': 'MX', 'sunrise': 1521635452, 'sunset': 1521679169}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]","{'speed': 6.93, 'deg': 270}"
495,,,404,,,,,city not found,,,,,,
496,stations,{'all': 1},200,"{'lon': -100.35, 'lat': 44.37}",1521669180.0,5767918.0,"{'temp': 53.6, 'pressure': 1017, 'humidity': 37, 'temp_min': 53.6, 'temp_max': 53.6}",,Pierre,,"{'type': 1, 'id': 2462, 'message': 0.0085, 'country': 'US', 'sunrise': 1521636048, 'sunset': 1521680181}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.7, 'deg': 10}"
497,stations,{'all': 24},200,"{'lon': -78.15, 'lat': -10.07}",1521672952.0,3939168.0,"{'temp': 69.45, 'pressure': 952.7, 'humidity': 72, 'temp_min': 69.45, 'temp_max': 69.45, 'sea_level': 1022.66, 'grnd_level': 952.7}",,Huarmey,{'3h': 0.135},"{'message': 0.003, 'country': 'PE', 'sunrise': 1521630995, 'sunset': 1521674525}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 3.18, 'deg': 219.502}"
498,stations,{'all': 92},200,"{'lon': 25.61, 'lat': -25.85}",1521669600.0,975436.0,"{'temp': 62.6, 'pressure': 1022, 'humidity': 88, 'temp_min': 62.6, 'temp_max': 62.6}",,Mmabatho,{'3h': 5.815},"{'type': 1, 'id': 6581, 'message': 0.0044, 'country': 'ZA', 'sunrise': 1521606116, 'sunset': 1521649594}",,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]","{'speed': 8.05, 'deg': 140}"
499,stations,{'all': 90},200,"{'lon': -77.74, 'lat': 39.62}",1521671700.0,4372777.0,"{'temp': 32.32, 'pressure': 1007, 'humidity': 79, 'temp_min': 30.2, 'temp_max': 33.8}",,Vardo,,"{'type': 1, 'id': 1333, 'message': 0.0042, 'country': 'US', 'sunrise': 1521630674, 'sunset': 1521674698}",3219.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 8.05, 'deg': 350}"
500,,,404,,,,,city not found,,,,,,
501,stations,{'all': 0},200,"{'lon': -13.05, 'lat': 20.52}",1521672953.0,2381334.0,"{'temp': 66.57, 'pressure': 999.79, 'humidity': 29, 'temp_min': 66.57, 'temp_max': 66.57, 'sea_level': 1030.44, 'grnd_level': 999.79}",,Atar,,"{'message': 0.0034, 'country': 'MR', 'sunrise': 1521615279, 'sunset': 1521659026}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 10.45, 'deg': 39.5023}"
502,stations,{'all': 8},200,"{'lon': 88.54, 'lat': 27.5}",1521672953.0,1263776.0,"{'temp': 21.34, 'pressure': 650.42, 'humidity': 77, 'temp_min': 21.34, 'temp_max': 21.34, 'sea_level': 1025.86, 'grnd_level': 650.42}",,Mangan,,"{'message': 0.0039, 'country': 'IN', 'sunrise': 1521590882, 'sunset': 1521634676}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]","{'speed': 1.72, 'deg': 27.0023}"
503,stations,{'all': 0},200,"{'lon': -8.88, 'lat': 40.16}",1521669600.0,2741961.0,"{'temp': 44.6, 'pressure': 1029, 'humidity': 81, 'temp_min': 44.6, 'temp_max': 44.6}",,Buarcos,,"{'type': 1, 'id': 5953, 'message': 0.0029, 'country': 'PT', 'sunrise': 1521614161, 'sunset': 1521658165}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",{'speed': 2.24}
504,stations,{'all': 48},200,"{'lon': 57.56, 'lat': 66}",1521672954.0,863061.0,"{'temp': -11.83, 'pressure': 1015.44, 'humidity': 76, 'temp_min': -11.83, 'temp_max': -11.83, 'sea_level': 1025.7, 'grnd_level': 1015.44}",,Usinsk,,"{'message': 0.0028, 'country': 'RU', 'sunrise': 1521597822, 'sunset': 1521642689}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 7.2, 'deg': 187.502}"
505,,,404,,,,,city not found,,,,,,
506,stations,{'all': 90},200,"{'lon': -73.12, 'lat': -36.72}",1521669600.0,3870282.0,"{'temp': 60.8, 'pressure': 1012, 'humidity': 82, 'temp_min': 60.8, 'temp_max': 60.8}",,Talcahuano,,"{'type': 1, 'id': 4655, 'message': 0.0032, 'country': 'CL', 'sunrise': 1521629835, 'sunset': 1521673244}",10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 11.41, 'deg': 30}"
507,stations,{'all': 20},200,"{'lon': 106.87, 'lat': 52.01}",1521671400.0,2017059.0,"{'temp': 24.8, 'pressure': 1011, 'humidity': 73, 'temp_min': 24.8, 'temp_max': 24.8}",,Selenginsk,,"{'type': 1, 'id': 7261, 'message': 0.0109, 'country': 'RU', 'sunrise': 1521586299, 'sunset': 1521630500}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",{'speed': 2.24}
508,stations,{'all': 90},200,"{'lon': -83.43, 'lat': 38.18}",1521672000.0,4301307.0,"{'temp': 30.2, 'pressure': 1016, 'humidity': 86, 'temp_min': 30.2, 'temp_max': 30.2}",,Morehead,,"{'type': 1, 'id': 1149, 'message': 0.004, 'country': 'US', 'sunrise': 1521632050, 'sunset': 1521676050}",4023.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 6.93, 'deg': 270, 'gust': 7.7}"
509,stations,{'all': 20},200,"{'lon': -77.24, 'lat': 48.39}",1521669600.0,6144195.0,"{'temp': 24.8, 'pressure': 1018, 'humidity': 58, 'temp_min': 24.8, 'temp_max': 24.8}",,Senneterre,,"{'type': 1, 'id': 3870, 'message': 0.0041, 'country': 'CA', 'sunrise': 1521630463, 'sunset': 1521674683}",24140.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 14.99, 'deg': 10}"
510,stations,{'all': 90},200,"{'lon': -95.91, 'lat': 46.98}",1521671700.0,5024237.0,"{'temp': 34.54, 'pressure': 1021, 'humidity': 86, 'temp_min': 33.8, 'temp_max': 35.6}",,Callaway,,"{'type': 1, 'id': 1500, 'message': 0.0064, 'country': 'US', 'sunrise': 1521634955, 'sunset': 1521679148}",16093.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}, {'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}]","{'speed': 5.82, 'deg': 140}"
511,stations,{'all': 0},200,"{'lon': 75.83, 'lat': 22.97}",1521672956.0,1257313.0,"{'temp': 60.18, 'pressure': 961.94, 'humidity': 52, 'temp_min': 60.18, 'temp_max': 60.18, 'sea_level': 1023.6, 'grnd_level': 961.94}",,Sanwer,,"{'message': 0.0055, 'country': 'IN', 'sunrise': 1521593951, 'sunset': 1521637702}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 8.1, 'deg': 286.502}"
512,stations,{'all': 0},200,"{'lon': 19.94, 'lat': 49.83}",1521671400.0,3091256.0,"{'temp': 24.8, 'pressure': 1023, 'humidity': 73, 'temp_min': 24.8, 'temp_max': 24.8}",,Myslenice,,"{'type': 1, 'id': 5352, 'message': 0.0043, 'country': 'PL', 'sunrise': 1521607156, 'sunset': 1521651356}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.24, 'deg': 200}"
513,stations,{'all': 0},200,"{'lon': 120.26, 'lat': -9.65}",1521672957.0,1622318.0,"{'temp': 78.4, 'pressure': 986.42, 'humidity': 89, 'temp_min': 78.4, 'temp_max': 78.4, 'sea_level': 1021.65, 'grnd_level': 986.42}",,Waingapu,,"{'message': 0.0035, 'country': 'ID', 'sunrise': 1521583377, 'sunset': 1521626926}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.62, 'deg': 183.502}"
514,stations,{'all': 20},200,"{'lon': -135.01, 'lat': 68.22}",1521669600.0,5882953.0,"{'temp': 2.14, 'pressure': 1043, 'humidity': 59, 'temp_min': 1.4, 'temp_max': 3.2}",,Aklavik,,"{'type': 1, 'id': 3513, 'message': 0.0069, 'country': 'CA', 'sunrise': 1521643823, 'sunset': 1521689117}",24140.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 10.29, 'deg': 340}"
515,stations,{'all': 0},200,"{'lon': -9.45, 'lat': 38.8}",1521671400.0,2269142.0,"{'temp': 49.23, 'pressure': 1028, 'humidity': 70, 'temp_min': 48.2, 'temp_max': 50}",,Colares,,"{'type': 1, 'id': 5961, 'message': 0.0034, 'country': 'PT', 'sunrise': 1521614309, 'sunset': 1521658289}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 10.29, 'deg': 320}"
516,stations,{'all': 68},200,"{'lon': -47.36, 'lat': -0.61}",1521672958.0,3389822.0,"{'temp': 80.07, 'pressure': 1024.76, 'humidity': 100, 'temp_min': 80.07, 'temp_max': 80.07, 'sea_level': 1024.85, 'grnd_level': 1024.76}",,Salinopolis,,"{'message': 0.0029, 'country': 'BR', 'sunrise': 1521623582, 'sunset': 1521667169}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 11.01, 'deg': 48.0023}"
517,stations,{'all': 40},200,"{'lon': -95.21, 'lat': 42.64}",1521671700.0,4877655.0,"{'temp': 43.38, 'pressure': 1021, 'humidity': 66, 'temp_min': 42.8, 'temp_max': 44.6}",,Storm Lake,,"{'type': 1, 'id': 901, 'message': 0.0042, 'country': 'US', 'sunrise': 1521634834, 'sunset': 1521678926}",16093.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 5.82, 'deg': 190}"
518,stations,{'all': 48},200,"{'lon': 116.03, 'lat': -34.44}",1521672958.0,2063604.0,"{'temp': 68.5, 'pressure': 1005.95, 'humidity': 89, 'temp_min': 68.5, 'temp_max': 68.5, 'sea_level': 1020.15, 'grnd_level': 1005.95}",,Pemberton,,"{'message': 0.0082, 'country': 'AU', 'sunrise': 1521584411, 'sunset': 1521627897}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 9.1, 'deg': 211.002}"
519,stations,{'all': 20},200,"{'lon': -101.27, 'lat': 52.11}",1521672959.0,6160362.0,"{'temp': 30.93, 'pressure': 975.23, 'humidity': 93, 'temp_min': 30.93, 'temp_max': 30.93, 'sea_level': 1033.97, 'grnd_level': 975.23}",,Swan River,,"{'message': 0.0038, 'country': 'CA', 'sunrise': 1521636170, 'sunset': 1521680516}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 2.17, 'deg': 231.502}"
520,stations,{'all': 75},200,"{'lon': 103.85, 'lat': 1.29}",1521671400.0,1880252.0,"{'temp': 79.18, 'pressure': 1008, 'humidity': 83, 'temp_min': 75.2, 'temp_max': 80.6}",,Singapore,,"{'type': 1, 'id': 8146, 'message': 0.0039, 'country': 'MY', 'sunrise': 1521587295, 'sunset': 1521630892}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 6.93, 'deg': 50}"
521,stations,{'all': 0},200,"{'lon': 48.19, 'lat': 31.56}",1521669600.0,137268.0,"{'temp': 66.2, 'pressure': 1011, 'humidity': 55, 'temp_min': 66.2, 'temp_max': 66.2}",,Susangerd,,"{'type': 1, 'id': 7018, 'message': 0.0039, 'country': 'IR', 'sunrise': 1521600537, 'sunset': 1521644390}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.24, 'deg': 250}"
522,stations,{'all': 1},200,"{'lon': -99.24, 'lat': 30.3}",1521672660.0,4696310.0,"{'temp': 74.61, 'pressure': 1018, 'humidity': 23, 'temp_min': 73.4, 'temp_max': 75.2}",,Harper,,"{'type': 1, 'id': 2654, 'message': 0.0054, 'country': 'US', 'sunrise': 1521635897, 'sunset': 1521679780}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 17.22, 'deg': 180}"
523,stations,{'all': 92},200,"{'lon': 61.55, 'lat': 54.08}",1521672960.0,1489246.0,"{'temp': 16.44, 'pressure': 992.58, 'humidity': 85, 'temp_min': 16.44, 'temp_max': 16.44, 'sea_level': 1018.97, 'grnd_level': 992.58}",,Troitsk,,"{'message': 0.0071, 'country': 'RU', 'sunrise': 1521597129, 'sunset': 1521641424}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 5.41, 'deg': 95.0023}"
524,stations,{'all': 75},200,"{'lon': 49.75, 'lat': 53.71}",1521669600.0,867006.0,"{'temp': 21.2, 'pressure': 999, 'humidity': 92, 'temp_min': 21.2, 'temp_max': 21.2}",,Tashla,,"{'type': 1, 'id': 7345, 'message': 0.0041, 'country': 'RU', 'sunrise': 1521599962, 'sunset': 1521644253}",5000.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]","{'speed': 4.47, 'deg': 60}"
525,stations,{'all': 0},200,"{'lon': 36.66, 'lat': 33.97}",1521673200.0,162627.0,"{'temp': 48.2, 'pressure': 1019, 'humidity': 49, 'temp_min': 48.2, 'temp_max': 48.2}",,Yabrud,,"{'type': 1, 'id': 7166, 'message': 0.0037, 'country': 'SY', 'sunrise': 1521603288, 'sunset': 1521647176}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.18, 'deg': 204.002}"
526,stations,{'all': 0},200,"{'lon': 79.86, 'lat': 28.32}",1521672961.0,1275481.0,"{'temp': 62.92, 'pressure': 1004.01, 'humidity': 79, 'temp_min': 62.92, 'temp_max': 62.92, 'sea_level': 1022.99, 'grnd_level': 1004.01}",,Mankapur,,"{'message': 0.0134, 'country': 'IN', 'sunrise': 1521592960, 'sunset': 1521636765}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.63, 'deg': 59.5023}"
527,stations,{'all': 68},200,"{'lon': 159.59, 'lat': -8.15}",1521672962.0,2109528.0,"{'temp': 83.22, 'pressure': 1007.9, 'humidity': 93, 'temp_min': 83.22, 'temp_max': 83.22, 'sea_level': 1017.15, 'grnd_level': 1007.9}",,Buala,{'3h': 0.105},"{'message': 0.0031, 'country': 'SB', 'sunrise': 1521573936, 'sunset': 1521617494}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 6.76, 'deg': 318.002}"
528,,,404,,,,,city not found,,,,,,
529,stations,{'all': 0},200,"{'lon': 93.51, 'lat': 42.84}",1521672963.0,1529484.0,"{'temp': 37.5, 'pressure': 945.4, 'humidity': 73, 'temp_min': 37.5, 'temp_max': 37.5, 'sea_level': 1028.78, 'grnd_level': 945.4}",,Hami,,"{'message': 0.0146, 'country': 'CN', 'sunrise': 1521589594, 'sunset': 1521633599}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.61, 'deg': 54.0023}"
530,stations,{'all': 0},200,"{'lon': 103.82, 'lat': 36.06}",1521669600.0,1804430.0,"{'temp': 23, 'pressure': 1019, 'humidity': 73, 'temp_min': 23, 'temp_max': 23}",,Lanzhou,,"{'type': 1, 'id': 7430, 'message': 0.0037, 'country': 'CN', 'sunrise': 1521587172, 'sunset': 1521631064}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 6.71, 'deg': 340}"
531,stations,{'all': 76},200,"{'lon': 80.25, 'lat': 50.41}",1521672965.0,1519422.0,"{'temp': 26.02, 'pressure': 995.66, 'humidity': 87, 'temp_min': 26.02, 'temp_max': 26.02, 'sea_level': 1028.66, 'grnd_level': 995.66}",,Semey,,"{'message': 0.0034, 'country': 'KZ', 'sunrise': 1521592697, 'sunset': 1521636873}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.41, 'deg': 98.5023}"
532,stations,{'all': 0},200,"{'lon': 76.58, 'lat': 60.93}",1521669600.0,1497543.0,"{'temp': 24.8, 'pressure': 1004, 'humidity': 73, 'temp_min': 24.8, 'temp_max': 24.8}",,Nizhnevartovsk,,"{'type': 1, 'id': 7314, 'message': 0.0036, 'country': 'RU', 'sunrise': 1521593405, 'sunset': 1521637956}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 8.95, 'deg': 240}"
533,stations,{'all': 20},200,"{'lon': -58.36, 'lat': -3.15}",1521672966.0,3397893.0,"{'temp': 79.71, 'pressure': 1018.68, 'humidity': 89, 'temp_min': 79.71, 'temp_max': 79.71, 'sea_level': 1022.38, 'grnd_level': 1018.68}",,Sao Sebastiao,,"{'message': 0.0037, 'country': 'BR', 'sunrise': 1521626229, 'sunset': 1521669800}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 2.51, 'deg': 340.502}"
534,stations,{'all': 75},200,"{'lon': -127.17, 'lat': 54.78}",1521669600.0,6149996.0,"{'temp': 41, 'pressure': 1004, 'humidity': 56, 'temp_min': 41, 'temp_max': 41}",,Smithers,,"{'type': 1, 'id': 3345, 'message': 0.0039, 'country': 'CA', 'sunrise': 1521642332, 'sunset': 1521686790}",40233.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]","{'speed': 3.36, 'deg': 360}"
535,stations,{'all': 56},200,"{'lon': -73.75, 'lat': 18.19}",1521672966.0,3728097.0,"{'temp': 79.62, 'pressure': 1022.49, 'humidity': 96, 'temp_min': 79.62, 'temp_max': 79.62, 'sea_level': 1028.18, 'grnd_level': 1022.49}",,Les Cayes,,"{'message': 0.014, 'country': 'HT', 'sunrise': 1521629848, 'sunset': 1521673584}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 12.46, 'deg': 104.502}"
536,,,404,,,,,city not found,,,,,,
537,stations,{'all': 36},200,"{'lon': 131.5, 'lat': 43.19}",1521671400.0,2027142.0,"{'temp': 15.8, 'pressure': 1013, 'humidity': 85, 'temp_min': 15.8, 'temp_max': 15.8}",,Barabash,,"{'type': 1, 'id': 7251, 'message': 0.0032, 'country': 'RU', 'sunrise': 1521580485, 'sunset': 1521624477}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 3.51, 'deg': 345.502}"
538,,,404,,,,,city not found,,,,,,
539,,,404,,,,,city not found,,,,,,
540,stations,{'all': 12},200,"{'lon': 143.24, 'lat': 64.57}",1521672969.0,2120048.0,"{'temp': -13.9, 'pressure': 894.33, 'humidity': 74, 'temp_min': -13.9, 'temp_max': -13.9, 'sea_level': 1031.21, 'grnd_level': 894.33}",,Ust-Nera,,"{'message': 0.0081, 'country': 'RU', 'sunrise': 1521577355, 'sunset': 1521622031}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 2.62, 'deg': 352.002}"
541,stations,{'all': 0},200,"{'lon': 124.06, 'lat': 44.99}",1521672970.0,2035410.0,"{'temp': 37.41, 'pressure': 1010.01, 'humidity': 43, 'temp_min': 37.41, 'temp_max': 37.41, 'sea_level': 1027.53, 'grnd_level': 1010.01}",,Qianan,,"{'message': 0.0035, 'country': 'CN', 'sunrise': 1521582253, 'sunset': 1521626282}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 11.68, 'deg': 225.502}"
542,stations,{'all': 75},200,"{'lon': -123.83, 'lat': 46.19}",1521669300.0,5711847.0,"{'temp': 50, 'pressure': 1004, 'humidity': 71, 'temp_min': 50, 'temp_max': 50}",,Astoria,,"{'type': 1, 'id': 2276, 'message': 0.0034, 'country': 'US', 'sunrise': 1521641656, 'sunset': 1521685845}",16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 6.93, 'deg': 340}"
543,stations,{'all': 90},200,"{'lon': -97.12, 'lat': 44.9}",1521671700.0,5232741.0,"{'temp': 39.2, 'pressure': 1019, 'humidity': 86, 'temp_min': 37.4, 'temp_max': 41}",,Watertown,,"{'type': 1, 'id': 2470, 'message': 0.0044, 'country': 'US', 'sunrise': 1521635268, 'sunset': 1521679412}",16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 8.05, 'deg': 160}"
544,stations,{'all': 12},200,"{'lon': -52.25, 'lat': -15.9}",1521672974.0,3471840.0,"{'temp': 77.82, 'pressure': 970.85, 'humidity': 80, 'temp_min': 77.82, 'temp_max': 77.82, 'sea_level': 1022.91, 'grnd_level': 970.85}",,Aragarcas,,"{'message': 0.0029, 'country': 'BR', 'sunrise': 1521624791, 'sunset': 1521668294}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 3.51, 'deg': 32.5023}"
545,,,404,,,,,city not found,,,,,,
546,stations,{'all': 92},200,"{'lon': 78.62, 'lat': 30.78}",1521672975.0,1253628.0,"{'temp': 39.21, 'pressure': 784.17, 'humidity': 100, 'temp_min': 39.21, 'temp_max': 39.21, 'sea_level': 1028.95, 'grnd_level': 784.17}",,Lata,{'3h': 6.035},"{'message': 0.0032, 'country': 'IN', 'sunrise': 1521593245, 'sunset': 1521637078}",,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]","{'speed': 1.5, 'deg': 36.5023}"
547,stations,{'all': 8},200,"{'lon': 122.88, 'lat': -0.91}",1521672976.0,1637001.0,"{'temp': 77.64, 'pressure': 1006.03, 'humidity': 100, 'temp_min': 77.64, 'temp_max': 77.64, 'sea_level': 1021.93, 'grnd_level': 1006.03}",,Biak,,"{'message': 0.0036, 'country': 'ID', 'sunrise': 1521582733, 'sunset': 1521626320}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]","{'speed': 4.18, 'deg': 213.002}"
548,stations,{'all': 75},200,"{'lon': 134.14, 'lat': 33.37}",1521669600.0,1856392.0,"{'temp': 48.2, 'pressure': 1000, 'humidity': 87, 'temp_min': 48.2, 'temp_max': 48.2}",,Muroto,,"{'type': 1, 'id': 7581, 'message': 0.0047, 'country': 'JP', 'sunrise': 1521579918, 'sunset': 1521623764}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 12.68, 'deg': 296.002}"
549,stations,{'all': 0},200,"{'lon': 1.99, 'lat': 46.95}",1521671400.0,3012655.0,"{'temp': 31.15, 'pressure': 1028, 'humidity': 80, 'temp_min': 30.2, 'temp_max': 32}",,Issoudun,,"{'type': 1, 'id': 5575, 'message': 0.0045, 'country': 'FR', 'sunrise': 1521611491, 'sunset': 1521655629}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 8.05, 'deg': 20}"
550,stations,{'all': 92},200,"{'lon': 141.86, 'lat': 39.28}",1521672978.0,2112444.0,"{'temp': 43.44, 'pressure': 991.6, 'humidity': 97, 'temp_min': 43.44, 'temp_max': 43.44, 'sea_level': 1014.48, 'grnd_level': 991.6}",,Kamaishi,{'3h': 7.92},"{'message': 0.0047, 'country': 'JP', 'sunrise': 1521578031, 'sunset': 1521621954}",,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]","{'speed': 20.07, 'deg': 71.0023}"
551,stations,{'all': 0},200,"{'lon': 64.64, 'lat': 25.21}",1521672979.0,1168700.0,"{'temp': 71.7, 'pressure': 1020.71, 'humidity': 88, 'temp_min': 71.7, 'temp_max': 71.7, 'sea_level': 1023.84, 'grnd_level': 1020.71}",,Ormara,,"{'message': 0.0034, 'country': 'PK', 'sunrise': 1521596625, 'sunset': 1521640401}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 10.22, 'deg': 288.502}"
552,stations,{'all': 1},200,"{'lon': -82.52, 'lat': 40.76}",1521671700.0,5161723.0,"{'temp': 33.33, 'pressure': 1014, 'humidity': 64, 'temp_min': 32, 'temp_max': 33.8}",,Mansfield,,"{'type': 1, 'id': 2187, 'message': 0.0046, 'country': 'US', 'sunrise': 1521631809, 'sunset': 1521675857}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 13.87, 'deg': 340, 'gust': 10.3}"
553,,,404,,,,,city not found,,,,,,
554,stations,{'all': 75},200,"{'lon': -134.42, 'lat': 58.3}",1521669360.0,5554072.0,"{'temp': 38.16, 'pressure': 1012, 'humidity': 41, 'temp_min': 37.4, 'temp_max': 39.2}",,Juneau,,"{'type': 1, 'id': 86, 'message': 0.0074, 'country': 'US', 'sunrise': 1521643998, 'sunset': 1521688613}",16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 8.05, 'deg': 70, 'gust': 8.2}"
555,stations,{'all': 56},200,"{'lon': -76.53, 'lat': -10.43}",1521672980.0,3944179.0,"{'temp': 45.24, 'pressure': 641.02, 'humidity': 80, 'temp_min': 45.24, 'temp_max': 45.24, 'sea_level': 1022.87, 'grnd_level': 641.02}",,Chaupimarca,{'3h': 0.145},"{'message': 0.0036, 'country': 'PE', 'sunrise': 1521630607, 'sunset': 1521674135}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 2.17, 'deg': 52.0023}"
556,stations,{'all': 75},200,"{'lon': 8.87, 'lat': 54.93}",1521670800.0,2611497.0,"{'temp': 36.21, 'pressure': 1015, 'humidity': 93, 'temp_min': 35.6, 'temp_max': 37.4}",,Tonder,,"{'type': 1, 'id': 5260, 'message': 0.0051, 'country': 'DK', 'sunrise': 1521609737, 'sunset': 1521654099}",8000.0,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]","{'speed': 17.22, 'deg': 250}"
